,timestamp,GPU 0,GPU 1,GPU 2,GPU 3,GPU 4,GPU 5,GPU 6,GPU 7
73,1721249602.249543,114.77,123.08,117.28,117.15,115.39,113.08,114.87,114.34
74,1721249632.251035,114.79,123.17,117.33,117.13,115.46,113.15,114.9,114.35
75,1721249662.252596,114.64,123.08,117.29,116.95,115.23,113.1,114.72,114.01
76,1721249692.254238,114.56,123.01,117.2,116.89,115.19,112.91,114.67,114.03
77,1721249722.255756,114.62,123.1,117.23,116.94,115.23,112.97,114.79,114.14
78,1721249752.257251,114.67,123.17,117.3,117.03,115.35,113.01,114.87,114.26
79,1721249782.258766,114.73,123.26,117.41,117.11,115.43,113.12,114.96,114.43
80,1721249812.260396,114.89,123.18,117.3,117.0,115.48,113.06,115.09,114.27
81,1721249842.261921,114.87,123.03,117.1,116.85,115.16,112.86,114.75,114.1
82,1721249872.263493,114.88,123.02,117.14,116.85,115.15,112.82,114.69,114.04
83,1721249902.265112,114.81,122.91,117.06,116.74,115.05,112.79,114.58,113.91
84,1721249932.266646,284.22,279.2,274.25,267.69,266.03,267.19,255.1,272.91
85,1721249962.268187,634.45,627.34,627.61,626.94,618.28,619.36,625.04,623.48
86,1721249992.269782,638.16,635.99,642.78,632.18,631.54,631.34,629.78,628.09
87,1721250022.271218,624.43,618.8,627.95,621.44,616.02,613.71,624.9,607.25
88,1721250052.272622,631.87,635.78,626.38,622.23,621.13,625.37,617.9,620.61
89,1721250082.274175,624.54,627.27,620.81,621.59,610.47,611.82,612.08,619.4
90,1721250112.275642,621.03,631.12,627.56,623.2,614.27,623.08,612.55,611.89
91,1721250142.27723,322.8,332.51,321.19,313.5,319.54,316.98,317.31,319.61
92,1721250172.278773,115.9,125.98,119.7,117.75,116.33,114.99,117.67,115.5
93,1721250202.280295,114.98,123.79,117.9,116.93,115.24,113.46,116.16,113.92
94,1721250232.281842,114.98,123.42,117.49,116.92,115.27,113.17,116.01,114.03
95,1721250262.283381,115.02,123.36,117.43,117.05,115.2,113.14,116.06,114.18
96,1721250292.284846,115.28,123.57,117.76,117.38,115.89,113.42,116.43,114.77
97,1721250322.286462,115.61,123.73,118.31,117.84,115.99,113.96,116.37,114.61
98,1721250352.287998,114.7,122.85,117.0,116.65,114.96,112.78,114.53,113.83
99,1721250382.289498,114.67,122.77,116.91,116.6,114.89,112.68,114.46,113.99
100,1721250412.291059,114.63,122.65,116.83,116.54,114.86,112.61,114.46,113.75
101,1721250442.292606,114.59,122.61,116.78,116.52,114.84,112.53,114.41,113.72
102,1721250472.294103,114.55,122.55,116.75,116.49,114.77,112.48,114.35,113.7
103,1721250532.296964,114.54,122.48,116.69,116.44,114.71,112.43,114.32,113.67
104,1721250562.298436,114.81,122.84,117.0,116.81,115.1,112.74,114.67,114.03
105,1721250592.29992,114.84,122.91,117.03,116.83,115.15,112.78,114.71,114.1
106,1721250622.301457,114.94,123.53,117.39,117.17,115.59,113.19,115.1,114.74
107,1721250652.303028,114.69,122.89,117.12,116.9,115.3,112.91,114.86,114.19
108,1721250682.304586,115.1,123.14,117.38,117.14,115.61,113.16,115.17,114.54
109,1721250712.306045,114.88,122.75,116.89,116.65,114.97,112.66,114.66,114.04
110,1721250742.307577,151.08,156.68,153.39,151.82,150.89,151.63,150.99,148.72
111,1721250772.309046,611.1,616.98,617.57,619.61,612.37,612.3,613.98,611.8
112,1721250802.310573,632.2,635.58,632.82,627.71,629.17,631.17,634.33,631.27
113,1721250832.312053,630.36,623.32,622.22,619.93,620.5,611.29,626.65,621.24
114,1721250862.313546,632.12,635.88,638.03,627.91,628.35,638.03,633.28,632.6
115,1721250892.315006,291.73,305.75,295.34,296.61,294.26,292.19,297.5,301.06
116,1721250922.316498,115.82,125.48,119.39,117.55,116.49,114.81,117.18,115.33
117,1721250952.317971,114.95,123.68,117.83,116.87,115.79,113.4,116.23,113.99
118,1721250982.319434,114.8,123.18,117.36,116.79,115.69,113.05,116.01,113.98
119,1721251012.32107,114.86,123.08,117.28,116.84,115.79,112.98,116.04,114.11
120,1721251042.322617,115.17,123.47,117.58,117.22,116.33,113.27,116.44,114.62
121,1721251072.324164,114.98,123.2,117.78,117.44,115.88,113.16,116.24,114.15
122,1721251102.325694,114.74,122.84,117.03,116.68,115.15,112.77,115.65,113.93
123,1721251132.327187,114.63,122.65,116.84,116.53,114.85,112.6,114.49,114.05
124,1721251162.328693,114.52,122.55,116.73,116.44,114.77,112.49,114.31,114.0
125,1721251192.330253,114.58,122.57,116.71,116.46,114.82,112.49,114.34,114.15
126,1721251222.33186,114.63,122.67,116.77,116.56,114.9,112.55,114.47,114.28
127,1721251252.333348,114.83,122.91,117.01,116.82,115.14,112.76,114.74,114.14
128,1721251282.334734,115.04,123.17,117.24,117.02,115.36,112.98,114.96,114.35
